title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName
Test Lead,ANZ Bank New Zealand Limited,"A pivotal role in the Cards Switching NZ team, responsible for enhancing the banks' card switching services",https://www.seek.co.nz/job/82400661?type=promoted&ref=search-standalone&origin=cardTitle#sol=afcd3e2deb0ee9675bb460f35a6eb9ac313751e9,8d ago,,,,,$65000.00 - $75000.00 (AUD),13/03/2025,,Wellington
General Manager - Community & Facilities,Cricket Wellington,Are you a dynamic and strategic manager? Join us and lead our community cricket initiatives and oversee facility development in the Wellington region!,https://www.seek.co.nz/job/82391853?type=standard&ref=search-standalone&origin=cardTitle#sol=b40c11ddc1a70ac707f242efef3de7d3ad314e40,8d ago,,,,,Enjoy discounts across Star Group & more,13/03/2025,,Wellington
Technical Business Analyst,TEKsystems,Tech BA,https://www.seek.co.nz/job/82555630?type=standard&ref=search-standalone&origin=cardTitle#sol=54d6f9ed0f9619366545b3a1481e2eee1929d03a,2d ago,,,,,,13/03/2025,,Wellington
Communications Advisor,JacksonStone & Partners,"Develop quality content, strengthen engagement with Māori & Pacific, and enhance relationships.",https://www.seek.co.nz/job/82535455?type=standard&ref=search-standalone&origin=cardTitle#sol=06d9aa259b72cb4c403eec12e7f1bbefbaba42f3,22d ago,,,,,,13/03/2025,,Wellington
Change Manager,Natural Hazards Commission - Toka Tū Ake,Kaiwhakahaere Panoni About the role | Mo te mahi We are looking for an experienced Change Manager to join our Portfolio Planning and Change team on a,https://www.seek.co.nz/job/82673259?type=standard&ref=search-standalone&origin=cardTitle#sol=c90b23a03ff023f2e4e92fee9fe11d8b274cc844,10d ago,,,,,,13/03/2025,,Wellington
Intermediate Test Engineer (Manual and Automation),GS1 New Zealand,Craving a career-defining role with a genuinely purpose-driven organisation?,https://www.seek.co.nz/job/82181243?type=standard&ref=search-standalone&origin=cardTitle#sol=abfbfa78b427043d648730d6f8f2adfd3e837f3f,13d ago,,,,,,13/03/2025,,Wellington
Expression of Interest 2026 Graduate Programme - Science | Tonkin + Taylor,Tonkin & Taylor Ltd,Sign up here to express your interest in our 2026 Graduate Programme,https://www.seek.co.nz/job/82478517?type=standard&ref=search-standalone&origin=cardTitle#sol=4bdddcc3ca551ad136b537ceb92056b95c8d2a42,22d ago,,,,,,13/03/2025,,Wellington
Tech Lead - Cloud Engineering,New Zealand Customs Service,Accountable for applying modern cloud engineering principles and practices within Customs.,https://www.seek.co.nz/job/82420709?type=standard&ref=search-standalone&origin=cardTitle#sol=335d94c1c21f09d452a495ad8f87beb4396d1772,14d ago,,,,,,13/03/2025,,Wellington
Front End Developer,INSIDE Recruitment,Bring your React skills to the team and work on large scale solutions. Catered lunch provided 3 days every week.,https://www.seek.co.nz/job/82182345?type=standard&ref=search-standalone&origin=cardTitle#sol=4a4a513580403ca4e3da7066681a26c41eeac2a5,2d ago,,,,,,13/03/2025,,Wellington
Marketing Manager,Robert Walters,Our client is actively seeking a proven digital marketer and business leader to join their team in the role of Marketing Manager.,https://www.seek.co.nz/job/82402688?type=standard&ref=search-standalone&origin=cardTitle#sol=a7b9e91ef8bb71238de061b8bec58c844d60384d,16d ago,,,,,,13/03/2025,,Wellington
.Net Developer,"UpperGround by Hudson - Technology, Projects & Transformation","Enhance and optimize public-facing websites and apps, driving continuous improvement with .NET & JavaScript in a flexible, high-impact contact role",https://www.seek.co.nz/job/82685704?type=standard&ref=search-standalone&origin=cardTitle#sol=e67d49a9b7ba1a9c0cb6dce33ccd3606e703d181,23d ago,,,,,,13/03/2025,,Wellington
Senior Technical Specialist,"UpperGround by Hudson - Technology, Projects & Transformation","Bring your skills to modernise core systems including Exchange Online, Intune, Microsoft Defender, Microsoft Teams, and Windows 11.",https://www.seek.co.nz/job/82318685?type=standard&ref=search-standalone&origin=cardTitle#sol=fa4570d06c072dd4d5c7e1e0b1bfe54c83170739,15h ago,,,,,,13/03/2025,,Wellington
Management Cadet,Taylor Preston Limited,This role will provide the cadet a clear career path to a management position within the Company or its subsidiaries and joint ventures.,https://www.seek.co.nz/job/82147576?type=standard&ref=search-standalone&origin=cardTitle#sol=1aa58850cb37436fdb1ffe4e036947fc141b30ea,3d ago,,,,,,13/03/2025,,Wellington
GM Learning & Commercial,SWR Group NZ Limited,"A leader who can balance educational excellence with commercial acumen, sitting at the heart of the Senior Leadership Team.",https://www.seek.co.nz/job/82741769?type=standard&ref=search-standalone&origin=cardTitle#sol=8862ab7d2ad185bddb4dacb7b85f77e4c088f3e0,10d ago,,,,,,13/03/2025,,Wellington
"Director, AI Strategy & Implementation",RNZ,"Lead the adoption of AI tools at RNZ, making sure they follow our ethical & journalistic standards while improving efficiency and audience engagement.",https://www.seek.co.nz/job/82643384?type=standard&ref=search-standalone&origin=cardTitle#sol=5cee5da258afe645a7fa9ff3be1a898c69471637,24d ago,,,,,,13/03/2025,,Wellington
Salesforce Project Manager,Seisma,"Oversee end-to-end Salesforce projects, from planning and execution to deployment and adoption.",https://www.seek.co.nz/job/82471404?type=standard&ref=search-standalone&origin=cardTitle#sol=73a93893fddf773cd6bdecc58fb80be99aad96dd,8d ago,,,,,,13/03/2025,,Wellington
Chief Executive Officer,Rothley,"We are seeking an experienced and established leader passionate about people and purpose, who has the commercial acumen and personal style to lead PNZ",https://www.seek.co.nz/job/82112473?type=standard&ref=search-standalone&origin=cardTitle#sol=8c613b28f5a441da8caeced31c9fd63162d8ff10,17d ago,,,,,,13/03/2025,,Wellington
Product Manager,Upper Echelon Limited,Product Manager,https://www.seek.co.nz/job/82530755?type=standard&ref=search-standalone&origin=cardTitle#sol=d553d51b8c2b6abc49744b7dd36449c1c82c7e61,23d ago,,,,,,13/03/2025,,Wellington
Campaign Coordinator Loyalty,Star Group,Sink your teeth into this busy and versatile role with Star Group and be part of NZ’s leading hospitality group!,https://www.seek.co.nz/job/82296715?type=standard&ref=search-standalone&origin=cardTitle#sol=22624d72697e76b9a85c197b7206b2828186ae96,6d ago,,,,,,13/03/2025,,Wellington
Professional Services Consultant (Onboarding) - 6 months Contract,Datacom,Our Why Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives and help orga,https://www.seek.co.nz/job/82156293?type=standard&ref=search-standalone&origin=cardTitle#sol=c886ed6f4d028822b4ea3ca85a2950fa4658f7eb,,,,,,,13/03/2025,,Wellington
Professional Services Consultant 6 Months Contract (Smartly),Datacom,The Professional Services Consultant is responsible for the set-up and installation of Smartly’s software.,https://www.seek.co.nz/job/82600261?type=standard&ref=search-standalone&origin=cardTitle#sol=8b79dd9af8fe2fe29a452008f43e3cfcb2fe0d03,,,,,,,13/03/2025,,Wellington
Environmental Science Team Leader,Gisborne District Council,"Lead our science programme to protect ecosystems, manage hazards, and guide a team delivering technical advice, budgets, and performance reporting.",https://www.seek.co.nz/job/82673889?type=standard&ref=search-standalone&origin=cardTitle#sol=5eaed08c78019a90cba0f082920661ae2fd23ef0,2d ago,,,,,$$ dependent on your skill-set,13/03/2025,,Wellington
Senior Test Analyst,Department of Internal Affairs,Be part of an important project to upgrade a critical service provided by the Department of Internal Affairs.,https://www.seek.co.nz/job/82669541?type=standard&ref=search-standalone&origin=cardTitle#sol=c1a438a74af8492bbd514375e6a0e9d8f4fb25c1,2d ago,,,,,9% superannuation,13/03/2025,,Wellington
Solution Architect / Technical Lead - Print Focus,Taska360,An opportunity to play a key part in an enterprise who is reshaping their Print Mgmt environment. Drive architecture & technology design / solutioning,https://www.seek.co.nz/job/82593529?type=standard&ref=search-standalone&origin=cardTitle#sol=5232af9eb44023827df81023573368af40689587,6d ago,,,,,"$90,771 - $128,147 per annum.",13/03/2025,,Wellington
Business Solutions Customer Lead (Telco & ICT),P and L Limited,Join the successful and proven SME Business hub model in Wellington Spark New Zealand provides digital services to thousands of Kiwi businesses.,https://www.seek.co.nz/job/82559281?type=standard&ref=search-standalone&origin=cardTitle#sol=1b65e757f3cd73798d860500eb8af687188669a5,7d ago,,,,,Salary Negotiable,13/03/2025,,Wellington
Senior Solution Architect,ACC New Zealand,Do you have a strong understanding of customer touchpoints and the application of technologies to improve business outcomes? Consider joining ACC.,https://www.seek.co.nz/job/82669970?type=standard&ref=search-standalone&origin=cardTitle#sol=4608f31ab512bf405226603e0706c3488f607dfd,2d ago,,,,,Salary negotiable,13/03/2025,,Wellington
Lead Business Analyst,TEKsystems,Lead Business Analyst,https://www.seek.co.nz/job/82693353?type=standard&ref=search-standalone&origin=cardTitle#sol=9bdbac07c55ba4d94336ef3fbae536dbd0164d92,2d ago,,,,,"$125,601 - $177,318 per annum",13/03/2025,,Wellington
Senior Frontend Developer,Socialite Recruitment Ltd.,Design lead thinking - Frontend - Create Beautiful Online Experiences - Digital builder Wanted - Read On!,https://www.seek.co.nz/job/82467944?type=standard&ref=search-standalone&origin=cardTitle#sol=d1245acefbadda0f6d63722e27c1b54ed44f37fb,10d ago,,,,,,13/03/2025,,Wellington
Product Marketing Manager,Robert Walters,Our client is actively seeking a proven strategic marketer and business leader to join their team in the role of Product Marketing Manager.,https://www.seek.co.nz/job/82401501?type=standard&ref=search-standalone&origin=cardTitle#sol=c69fcfd9935321cc364fff288d269f36852b6fe2,14d ago,,,,,,13/03/2025,,Wellington
Software Developer (.NET),Socialite Recruitment Ltd.,.NET - SQL - APIs - Azure - Read on -,https://www.seek.co.nz/job/82112935?type=standard&ref=search-standalone&origin=cardTitle#sol=74b029c9da666b29fa6a8ec4b4d022d7d755c1e8,24d ago,,,,,,13/03/2025,,Wellington
Solution Architect,H2R Technology Limited,Hourly rate contract opportunity until the end of 2025 to lead a print modernization project,https://www.seek.co.nz/job/82604955?type=standard&ref=search-standalone&origin=cardTitle#sol=426d1890b097b5dc9e98ed2dc474dd059cd211ec,6d ago,,,,,,13/03/2025,,Wellington
Senior Systems Analyst,Department of Corrections,"Support payroll and HR systems, ensure compliance, and drive enhancements in this key role. Lead system changes and collaborate with SAP teams.",https://www.seek.co.nz/job/82678617?type=standard&ref=search-standalone&origin=cardTitle#sol=563e0143a42055e5181b55abf1ad0fffe14ceeb0,2d ago,,,,,,13/03/2025,,Wellington
DBA/Data Developer,iPayroll Group,WANTED: DBA/Data Developer to focus on optimising our data layer to deliver the best cloud-based products. in New Zealand and Australia.,https://www.seek.co.nz/job/82595671?type=standard&ref=search-standalone&origin=cardTitle#sol=db8b90b31457c46e27c0743fc3dabf8031a6e953,6d ago,,,,,,13/03/2025,,Wellington
IT Commercial Manager,Find IT Recruitment,Exciting IT-specific role - vendor and contract/commercial management position in the private sector!,https://www.seek.co.nz/job/82254825?type=standard&ref=search-standalone&origin=cardTitle#sol=167939bac5eb65511197b89b9b592e2ade25bcf7,20d ago,,,,,,13/03/2025,,Wellington
Cloud Developer,NOVA ENERGY LIMITED,This is a fantastic opportunity to contribute to a critical phase of our digital transformation and ensure the smooth operation of our core services.,https://www.seek.co.nz/job/82721840?type=standard&ref=search-standalone&origin=cardTitle#sol=23738b6f38607f037b1b5168a109a08b8e3c0437,1d ago,,,,,,13/03/2025,,Wellington
Technical Business Analyst,Find IT Recruitment,We're looking for a Technical Business Analyst with a development background to bridge the gap between business needs and technical solutions.,https://www.seek.co.nz/job/82468409?type=standard&ref=search-standalone&origin=cardTitle#sol=a7a88b589b824ba13640ee12c4924db40fa68ada,10d ago,,,,,,13/03/2025,,Wellington
Group Manager People & Culture / Kaiwhakahaere Matua,SWR Group NZ Limited,"As the cornerstone of GW's people strategy, your leadership will help shape a future where Greater Wellington's (GW's) people thrive.",https://www.seek.co.nz/job/82475653?type=standard&ref=search-standalone&origin=cardTitle#sol=cdeec10c0c0f0b0081dae21b85a84e5cfd2ddb3b,10d ago,,,,,,13/03/2025,,Wellington
Senior Software Engineer,ANZ Bank New Zealand Limited,"Lead and mentor engineers, drive Microservices solutions and enhance platform health while improving build, test, and deployment.",https://www.seek.co.nz/job/82560920?type=standard&ref=search-standalone&origin=cardTitle#sol=45f15882a09cf5cfab436da993358ecc77816154,7d ago,,,,,,13/03/2025,,Wellington
Cloud and Security Manager,Find IT Recruitment,Critical IT Management role with a well-known private-sector organisation!,https://www.seek.co.nz/job/82253742?type=standard&ref=search-standalone&origin=cardTitle#sol=d219045cb3c29113cff81ce8241e63a847f25d06,20d ago,,,,,,13/03/2025,,Wellington
Solutions Architect,Department of Corrections,Deliver strategic solutions in a large enterprise environment.,https://www.seek.co.nz/job/82592796?type=standard&ref=search-standalone&origin=cardTitle#sol=8dfc2ea1d2e58f8cea551402fe76bac10b67f8e7,7d ago,,,,,,13/03/2025,,Wellington
Lead Process Designers,Momentum Consulting Group,We are looking for Lean Six Sigma qualified Lead Business Designers to develop a business process improvement roadmap.,https://www.seek.co.nz/job/82669051?type=standard&ref=search-standalone&origin=cardTitle#sol=3b7a81204f69317b72a836d4dea3bfc5ef9a8e07,2d ago,,,,,,13/03/2025,,Wellington
Business Development and Marketing Advisor,Volunteer Service Abroad (VSA),Unique opportunity to help strengthen our partner's business strategies and build capacity.,https://www.seek.co.nz/job/82494284?type=standard&ref=search-standalone&origin=cardTitle#sol=371b86d2780e664fcb85a37306649aee20d45115,9d ago,,,,,,13/03/2025,,Wellington
Executive Director,Sheffield,"Lead NZ’s private surgical healthcare—drive strategy, advocacy, and excellence as NZPSHA Executive Director.",https://www.seek.co.nz/job/82288980?type=standard&ref=search-standalone&origin=cardTitle#sol=444e6af98eb0175de7b913489cd3f8ebd0555166,17d ago,,,,,,13/03/2025,,Wellington
Senior DevOps Engineer,New Zealand Customs Service,Dynamic and varied full-time permanent position on offer to join Customs as a Senior DevOps Engineer!,https://www.seek.co.nz/job/82473677?type=promoted&ref=search-standalone&origin=cardTitle#sol=7b968cb00d102626d07ae47a8593ddf3be9dd90c,2d ago,,,,,"$106,045 - $149,710 per annum.",13/03/2025,,Wellington
Salesforce Project Manager,Seisma,"Oversee end-to-end Salesforce projects, from planning and execution to deployment and adoption.",https://www.seek.co.nz/job/82471404?type=promoted&ref=search-standalone&origin=cardTitle#sol=d01f620641dc6bbf047eb349d6087b024ca7af33,20d ago,,,,,"Circa $145,000",13/03/2025,,Wellington
Roster Application Development Lead,Department of Corrections,"Lead Kronos (UKG Pro) system admin and improvements, ensuring business alignment while supporting enhancements, stakeholders, and testing.",https://www.seek.co.nz/job/82679790?type=standard&ref=search-standalone&origin=cardTitle#sol=6dbb1a324027ff22b5d92db3da19fcd1d88c24fd,7d ago,,,,,$$ dependent on your skill-set,13/03/2025,,Wellington
Software Developer,Hays | Technology,"The Software Developer position will address technical issues, ensure adherence to development schedules, and guarantee solutions",https://www.seek.co.nz/job/82246611?type=standard&ref=search-standalone&origin=cardTitle#sol=6619c60d9afd012d00aa30a9d1c26ad96e9cd118,2d ago,,,,,9% superannuation,13/03/2025,,Wellington
Senior Project Manager - Cloud Transformation,Taska360,We seek a PM who is comfortable rolling up their sleeves and assist this organisation move core systems to a Cloud environment.,https://www.seek.co.nz/job/82568564?type=standard&ref=search-standalone&origin=cardTitle#sol=f2e408575d8b1d9e61eb43e0f78346db2ea20a5e,2d ago,,,,,"$90,771 - $128,147 per annum.",13/03/2025,,Wellington
Environmental Science Team Leader,Gisborne District Council,"Lead our science programme to protect ecosystems, manage hazards, and guide a team delivering technical advice, budgets, and performance reporting.",https://www.seek.co.nz/job/82673889?type=standard&ref=search-standalone&origin=cardTitle#sol=fabf995d089827d37a025d2f44486b7e14ad855e,6d ago,,,,,Salary Negotiable,13/03/2025,,Wellington
Senior Test Analyst,Department of Internal Affairs,Be part of an important project to upgrade a critical service provided by the Department of Internal Affairs.,https://www.seek.co.nz/job/82669541?type=standard&ref=search-standalone&origin=cardTitle#sol=87e1ffafc98e306079c726328081cb0e4a109657,7d ago,,,,,,13/03/2025,,Wellington
Solution Architect / Technical Lead - Print Focus,Taska360,An opportunity to play a key part in an enterprise who is reshaping their Print Mgmt environment. Drive architecture & technology design / solutioning,https://www.seek.co.nz/job/82593529?type=standard&ref=search-standalone&origin=cardTitle#sol=7e6ecb15f941c340c341499b0bab0f43677bc5cd,2d ago,,,,,,13/03/2025,,Wellington
Business Solutions Customer Lead (Telco & ICT),P and L Limited,Join the successful and proven SME Business hub model in Wellington Spark New Zealand provides digital services to thousands of Kiwi businesses.,https://www.seek.co.nz/job/82559281?type=standard&ref=search-standalone&origin=cardTitle#sol=b7baa1844d49d86b20974f62b9c6c57c5804dbda,2d ago,,,,,,13/03/2025,,Wellington
Senior Solution Architect,ACC New Zealand,Do you have a strong understanding of customer touchpoints and the application of technologies to improve business outcomes? Consider joining ACC.,https://www.seek.co.nz/job/82669970?type=standard&ref=search-standalone&origin=cardTitle#sol=18146ba0697b477455db27e628b5910a067a2a96,10d ago,,,,,,13/03/2025,,Wellington
Lead Business Analyst,TEKsystems,Lead Business Analyst,https://www.seek.co.nz/job/82693353?type=standard&ref=search-standalone&origin=cardTitle#sol=b4f3f32c6886863f27dc1da7c780b62e457a4427,14d ago,,,,,,13/03/2025,,Wellington
Senior Frontend Developer,Socialite Recruitment Ltd.,Design lead thinking - Frontend - Create Beautiful Online Experiences - Digital builder Wanted - Read On!,https://www.seek.co.nz/job/82467944?type=standard&ref=search-standalone&origin=cardTitle#sol=4c0c3794ff1cd03cd210f7e151c087d2f90c682d,24d ago,,,,,,13/03/2025,,Wellington
Product Marketing Manager,Robert Walters,Our client is actively seeking a proven strategic marketer and business leader to join their team in the role of Product Marketing Manager.,https://www.seek.co.nz/job/82401501?type=standard&ref=search-standalone&origin=cardTitle#sol=6b271e6eb7ffafcfe3f3ddf1a29b13d2310775b9,6d ago,,,,,,13/03/2025,,Wellington
Software Developer (.NET),Socialite Recruitment Ltd.,.NET - SQL - APIs - Azure - Read on -,https://www.seek.co.nz/job/82112935?type=standard&ref=search-standalone&origin=cardTitle#sol=0986795579a27af2c48459198f36a71e6e54f613,2d ago,,,,,,13/03/2025,,Wellington
Solution Architect,H2R Technology Limited,Hourly rate contract opportunity until the end of 2025 to lead a print modernization project,https://www.seek.co.nz/job/82604955?type=standard&ref=search-standalone&origin=cardTitle#sol=8525e72c3b5806a640e5f3424add1c47c7bc010b,6d ago,,,,,,13/03/2025,,Wellington
Senior Systems Analyst,Department of Corrections,"Support payroll and HR systems, ensure compliance, and drive enhancements in this key role. Lead system changes and collaborate with SAP teams.",https://www.seek.co.nz/job/82678617?type=standard&ref=search-standalone&origin=cardTitle#sol=215cb2732d0bc4e3473bcf5cbda3b51973ef2e08,20d ago,,,,,,13/03/2025,,Wellington
DBA/Data Developer,iPayroll Group,WANTED: DBA/Data Developer to focus on optimising our data layer to deliver the best cloud-based products. in New Zealand and Australia.,https://www.seek.co.nz/job/82595671?type=standard&ref=search-standalone&origin=cardTitle#sol=95d0b09377b7cac9f2e4d3b00295ea41d7d99ce2,1d ago,,,,,,13/03/2025,,Wellington
IT Commercial Manager,Find IT Recruitment,Exciting IT-specific role - vendor and contract/commercial management position in the private sector!,https://www.seek.co.nz/job/82254825?type=standard&ref=search-standalone&origin=cardTitle#sol=0e57bad2f8a8f2eadf84a9033fefd8b8c7b562f8,10d ago,,,,,,13/03/2025,,Wellington
Cloud Developer,NOVA ENERGY LIMITED,This is a fantastic opportunity to contribute to a critical phase of our digital transformation and ensure the smooth operation of our core services.,https://www.seek.co.nz/job/82721840?type=standard&ref=search-standalone&origin=cardTitle#sol=772315a834bbba2ac081463b68bcf8fc244f87f2,10d ago,,,,,,13/03/2025,,Wellington
Technical Business Analyst,Find IT Recruitment,We're looking for a Technical Business Analyst with a development background to bridge the gap between business needs and technical solutions.,https://www.seek.co.nz/job/82468409?type=standard&ref=search-standalone&origin=cardTitle#sol=2270bd4e7d67b0f4461539e2a297ce586fcc1d70,7d ago,,,,,,13/03/2025,,Wellington
Group Manager People & Culture / Kaiwhakahaere Matua,SWR Group NZ Limited,"As the cornerstone of GW's people strategy, your leadership will help shape a future where Greater Wellington's (GW's) people thrive.",https://www.seek.co.nz/job/82475653?type=standard&ref=search-standalone&origin=cardTitle#sol=b1c4e51dd39b22808289df5df787913d80302cbc,,,,,,,13/03/2025,,Wellington
Senior Software Engineer,ANZ Bank New Zealand Limited,"Lead and mentor engineers, drive Microservices solutions and enhance platform health while improving build, test, and deployment.",https://www.seek.co.nz/job/82560920?type=standard&ref=search-standalone&origin=cardTitle#sol=4b9280ad8df49803ee7eb8c991c701fe97c53e14,,,,,,,13/03/2025,,Wellington
Functional Consultant - Microsoft Dynamics 365 CE,DXC Technology Australia & New Zealand,Exciting time to join DXC with strategic account wins and new projects commencing that offer a lot of variety with a range of tech across platforms.,https://www.seek.co.nz/job/82646029?type=promoted&ref=search-standalone&origin=cardTitle#sol=2a8baef4985a075c0e7e0a5528a4097d44dd1a05,16d ago,,,,,Salary negotiable,13/03/2025,,Wellington
Senior Data Engineer - Hawke's Bay Location,Pipeline Recruitment,Play a key role in leading the data transformation journey at Unison Networks. Exciting career opportunity; Hawke's Bay location.,https://www.seek.co.nz/job/82141592?type=promoted&ref=search-standalone&origin=cardTitle#sol=dd16c05a35a263cca63e6c064c20b62d08841941,20d ago,,,,,"$125,601 - $177,318 per annum",13/03/2025,,Wellington
Senior Hazmat Consultant (Asbestos & Occupational Hygiene),Precise Limited,Opportunity to work in Wellington with a well established company involved in various aspects of managing hazardous environments.,https://www.seek.co.nz/job/82358619?type=standard&ref=search-standalone&origin=cardTitle#sol=cdf83fe479e3a9b797940d8d5160ea620f2e86d8,7d ago,,,,,Competitive Salary.,13/03/2025,,Wellington
Cloud and Security Manager,Find IT Recruitment,Critical IT Management role with a well-known private-sector organisation!,https://www.seek.co.nz/job/82253742?type=standard&ref=search-standalone&origin=cardTitle#sol=24cfdc14c2d8f02ad2f1a64d0c77c35cb443772c,2d ago,,,,,"Salary up to $135,000 p.a.",13/03/2025,,Wellington
Solutions Architect,Department of Corrections,Deliver strategic solutions in a large enterprise environment.,https://www.seek.co.nz/job/82592796?type=standard&ref=search-standalone&origin=cardTitle#sol=e5fe4453beb63a39d4ef1505384c63e77c4faf06,9d ago,,,,,"$80,000 – $90,000 per year",13/03/2025,,Wellington
Lead Process Designers,Momentum Consulting Group,We are looking for Lean Six Sigma qualified Lead Business Designers to develop a business process improvement roadmap.,https://www.seek.co.nz/job/82669051?type=standard&ref=search-standalone&origin=cardTitle#sol=f4de91e2ac328c57f9a78efb49da9c2520648506,3d ago,,,,,Max $82.50 per hour,13/03/2025,,Wellington
Business Development and Marketing Advisor,Volunteer Service Abroad (VSA),Unique opportunity to help strengthen our partner's business strategies and build capacity.,https://www.seek.co.nz/job/82494284?type=standard&ref=search-standalone&origin=cardTitle#sol=96f28ba93500d28cd2af8055a12bfc6f5ca5466a,17d ago,,,,,Auckland based,13/03/2025,,Wellington
Senior Technical Consultant - Dynamics 365 CE,DXC Technology Australia & New Zealand,Exciting time to join DXC with strategic account wins and new projects commencing that offer a lot of variety with a range of tech across platforms.,https://www.seek.co.nz/job/82648513?type=standard&ref=search-standalone&origin=cardTitle#sol=0f9e4bda829c5cd3f761875c9545cbc7bd4f6e82,27d ago,,,,,,13/03/2025,,Wellington
Executive Director,Sheffield,"Lead NZ’s private surgical healthcare—drive strategy, advocacy, and excellence as NZPSHA Executive Director.",https://www.seek.co.nz/job/82288980?type=standard&ref=search-standalone&origin=cardTitle#sol=e2346b3239b3f8c185e6d2260985bf825f5b5f92,1d ago,,,,,,13/03/2025,,Wellington
Penetration Tester,Bastion Security Group,An exciting opportunity to take the next step in your cybersecurity career.,https://www.seek.co.nz/job/82067814?type=standard&ref=search-standalone&origin=cardTitle#sol=e8d73bedb444dda557717ac60bef03cee2aca2db,1d ago,,,,,,13/03/2025,,Wellington
Senior Software Engineer,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,"Domain knowledge in banking and experience in back-end development of API’s, building Node JS, Microservices, Integration and CI/CD pipelines.",https://www.seek.co.nz/job/82703152?type=standard&ref=search-standalone&origin=cardTitle#sol=74abb57806cb096e8c0469167f8923855f3786cc,1mo ago,,,,,,13/03/2025,,Wellington
Senior Business Analyst,Absolute IT Limited,Drive business and technical analysis in a critical project,https://www.seek.co.nz/job/82728477?type=standard&ref=search-standalone&origin=cardTitle#sol=d1b065254f0f397bc6c6b51ff2bd8fb2a55d06a7,2d ago,,,,,,13/03/2025,,Wellington
Lighting Controls Specialist,Intelligent Environments Ltd,"An opportunity for a collaborative, smart, tech-savvy established lighting controls specialist who wants to continue to grow their career.",https://www.seek.co.nz/job/82038640?type=standard&ref=search-standalone&origin=cardTitle#sol=9f6d216401bc62436a3d48173413f88694105d0e,7d ago,,,,,,13/03/2025,,Wellington
Senior Test Analyst - Fraud,Capgemini Australia Pty Ltd,Are you a Senior Test Analyst with experience in the Banking sector and worked on Fraud Project Initiatives? Read on!,https://www.seek.co.nz/job/82673608?type=standard&ref=search-standalone&origin=cardTitle#sol=460c988c96285711979b96ac94ad9cfde8391e18,22h ago,,,,,,13/03/2025,,Wellington
Senior Database Administrator,BNZ,Newly created senior opportunity where you will be helping to build a motivated team while guiding the direction of BNZs future database solutions.,https://www.seek.co.nz/job/82593193?type=standard&ref=search-standalone&origin=cardTitle#sol=b6caa50df2abab687db59875137483999e3f4b87,17d ago,,,,,,13/03/2025,,Wellington
Senior Full Stack Developer,Hays | Technology,3-MONTH CONTRACT - WELLINGTON BASED,https://www.seek.co.nz/job/82729208?type=standard&ref=search-standalone&origin=cardTitle#sol=39bb6a120306a7c3ac9b80d831f22500d00c11ab,15d ago,,,,,,13/03/2025,,Wellington
"Snr Project Coordinator, Wgtn, 12m, Contract, Financial sector",Find IT Recruitment,We are seeking a Senior Project Coordinator on contract for 12m starting mid March 2025. Financial services experience sought...,https://www.seek.co.nz/job/82288590?type=standard&ref=search-standalone&origin=cardTitle#sol=f8ace65cbc9806ebea82c998002157ff2d2032b6,7d ago,,,,,,13/03/2025,,Wellington
DevOps/ Platform Engineer,Find IT Recruitment,Play a key part in optimising and maintaining our client's infrastructure in this exciting DevOps contract role.,https://www.seek.co.nz/job/82383295?type=standard&ref=search-standalone&origin=cardTitle#sol=713c6526d86d79e0a2c743dc4075480524233445,13d ago,,,,,,13/03/2025,,Wellington
Proposition Lead,Chorus,"We're looking for someone innovative to guide the development and execution of customer value propositions, product changes, & exciting launches.",https://www.seek.co.nz/job/82559248?type=standard&ref=search-standalone&origin=cardTitle#sol=f4fe0629c59e6e4eaadcd9c64152a10815650acf,1mo ago,,,,,,13/03/2025,,Wellington
Data Modeller,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Data Modeller Data Warehouse Data Analyst Data Design,https://www.seek.co.nz/job/82422406?type=standard&ref=search-standalone&origin=cardTitle#sol=78e72c0efab4de6a3b530f3781878de0d7890d77,8d ago,,,,,,13/03/2025,,Wellington
Chief Executive Officer,Brannigans Consulting Limited,"Lead the development and implementation of organisational structure, business planning and strategies.",https://www.seek.co.nz/job/82015683?type=standard&ref=search-standalone&origin=cardTitle#sol=c5657ff3c0ffd4d3677521df4e71f3d8dd481719,,,,,,,13/03/2025,,Wellington
Test Manager,TEKsystems,We are looking for an experienced Test Manager to lead testing for a large-scale Cloud Migration project.,https://www.seek.co.nz/job/82551380?type=standard&ref=search-standalone&origin=cardTitle#sol=c5abafa3bad40aa171e1685cdfb0cedab6a3711c,,,,,,,13/03/2025,,Wellington
Senior Hazmat Consultant (Asbestos & Occupational Hygiene),Precise Limited,Opportunity to work in Wellington with a well established company involved in various aspects of managing hazardous environments.,https://www.seek.co.nz/job/82358619?type=promoted&ref=search-standalone&origin=cardTitle#sol=11c7474e83cf20cc5abe4e786ceb274de56dc276,19h ago,,,,,"$104,027 – $121,657 + Superannuation",13/03/2025,,Wellington
